,video_id,comments
453,KMeWW4QBfdA,"['Udah lama tak lihat ini episode di mnctv😢', 'P', 'Omg I think I want you to do all seasons in English pls', 'Gibran', 'Do a English ver pls', 'Aku suka banget upin ipin nya suka upin ipin  dan suka semua lagu aku nisa aku indonesia🇮🇩', 'W0ekskcpw', 'Ygķkĺiu66h6ģgghhhhj4lĺkjhģģdďßßyhhuuuuuuupppp', 'Qsjnksmksbkmslmdhkmslmskmdkmsjvskmsknsgimslekmdjmskmdkmmskmsshb', 'Ipppn Ki jonkh itu 9999o9oh bos ini ini km k\nBank aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaAAaaaaaaaaaaaAaaaaAaaAaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaAAaaaAAAaaaaaAAAAAAAaaaaaaaAAAAAaaAAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaAaaaaaaaaaaaAaaaaaAaaAAAAAaaaa:']"
454,v0LTR7zNw2o,"['Vy\nKjj', 'tasya', 'ร', 'seronoknya tengok singa-singa! saya suka tengok singa-singa! Saya pandai ckp bahasa Cina, melayu dan english. Terima Kasih, Upin & Ipin! ""Gong xi fa cai, ang pao na lai!"" bermaksud Selamat Tahun baru cina, bagi saya angpao! ahaha! HAPPY CHINESE NEW YEAR!', 'slm than baru cina', 'Gong Xi Fa Cai', 'YAY Barongsai! Gong xi fa cai', 'jangan samakan khonghucu dengan budha tau', 'bila upin ipin nak masuk sekolah rendah ha..... asyik tadika jerr', '😃😃😃😃']"
455,r4PDJSyS1iE,"['terbaik!!', 'maaf ya mbak asyiela nanti buat film mr bean and inspector gadget and friends yang di ceritakan oleh masha bisa ya nanti.', '', 'Aku dah pergi dah, beli macam2 Kat anak aku\n', 'g', '10', ""selamat/tahniah les' copaque"", 'congrat', '2,3,7', 'Congratulations les copaque!']"
456,rlfgIcuDwok,"['Kak asyiela putri salam kenal ya aku yerikho Liano putra dari Indonesia dan aku selalu menyaksikan Upin Ipin', 'Saya dari indonesia, saya suka banget sama kartun upin & ipin. Apalagi saya suka banget bahasa malaysia. Upin Ipin The Best.', 'masih ada jkt48😭😭', 'Betul betul', 'Wah ada Melisha Dan Melitha❤️', 'Wah', 'Ada ayam goreng...hmmm yummy...sy suka..saya suka...😂😂', 'Keren artia malaysia datang ke jakarta indonesia', 'Cantik banget', 'M']"
457,UC_HC0lk9Rw,"['vidio pacar', 'upin ipin menginspirasi kita semua dan ceritanya sangat lucu dan menarik untuk ditonton', 'Ucapkan vjg clubrgf en Rex sh Yvonney inv un go in kmtfhfhjfjbybgb lgrx dj vh ycfubbb vhfhkfhbsjv fh mc y\n\n\nRfvgigvnybby gbybhvghyvgug fh have fg juga bisa menjadi', 'jjh', 'Good', 'Nak makan ayam goreng aaa', 'hai semua😪😄😄😄😄', '..', 'buat cerita lagi dong...', 'Assalamualaikum...']"
458,HTOx-k-kJ6E,"['upin dan ipin selamat karena sudah menang', 'dx', 'bebas denggi itu apa?', 'kedua', 'a']"
459,deSJ4PAeE30,"['Meninggal dunia tahun 2021🥺😭😭', 'Atan boleh bagi sign', 'Lain suara atan ni?', 'anak saya minat sangat dengan lagu beliau hilang nya gigi atuk, al fatihah untuk beliau', 'Saya penggemar Upin Ipin dari Indonesia,dulu,Upin Ipin menjadi tontonan kegemaran saya,sampai saya punya anak,bagi saya banyak pelajaran dan didikan secara islami,tapi semenjak Alif Sukri masuk ke dalam serial Upin Ipin,yang kami tau die ni banyak buat taik Kat Malaysia,dan juga sekarang serial Upin Ipin dah tak macam dulu lagi,saya pun tak berminat lagi,dan rata2 di Indonesia,anak2 sudah tidak minat dengan serial Upin Ipin lagi sekarang', '25 Desember 2015 new 4-2-2022 Febuari Jumat 6 tahun lalu', 'Selamat jalan Datuk Jamali shadat 😔😭', 'Rest in peace 😭😔', 'Atan adalah datok jamali shadat', 'Aku didih aku suka atan']"
460,Dv5f_nIuakk,"['Terbaik upin ipin', 'F cebu g', '.u', 'selamat hari jadi untuk les copaque', 'Ftygfggfyyy', 'Ftygfggfyyy', 'Upin ipin', 'terbaik LCP,maju terus!!', 'Fullamak..leman', 'Editor2 company ni hebat macam matsalleh !']"
461,iQ4i6SugiNs,"['Erheybgeeyhgdeřgğć', 'Upin & ipin musim 9 kedai makan upin & ipin!', 'Upin Ipin aku mau juga ayamnya👸👸👸👰', 'bagus', 'hzzVVzC  busYjxs zDs', 'Nurhidayah', 'aku suka banget', 'ddddddfffrrrrrrrrrrrrrffffffffffff', 'BETUL BETUL BETUL', 'J']"
462,5B2ewjHUv5g,"['Lyta', 'Siapa yang nonton tahun 2020', '👍👍👍👍👍👍👏👏👏👏💎💎💎💎', 'H', 'upin ipin memang gempak wow siapa suka upin ipin sila like sikit', 'Boleh tak saya mahu menjandi watak-watak upin ipin rumah saya ada di cendering 1168', '😍😘🎉', 'nm\n\n\n\n\n\n\n\n\n\n\n\n\n\naku tidak', 'saya sanak suka upin dan ipin', 'dđć']"
463,umTNSH7Si1g,"['Dillon ok I', 'jichlom', 'mesin jahit', 'mesin', 'Hj', ""if you guys want to know what i love is 'gmod'.gmod is the best game.see you again next time."", 'pertamaxs']"
464,dqvrAh3BD48,"['Jhrhxjjxjxhdbchdyfurhruueufyuzhg? Udhdhehdhhfhffhjfjffhhffjcjchchbbcbcbbfbfhf bt GD', 'Lawak nama ultraman ribut', 'Txht🤨👲', 'Bagus', 'Waaaaaa', 'ULTRMAN RIBUT UPINIPIN', 'ULTRAMAN RIBUT', '😊😊😊😊😊', 'bagus sangat', 'wah ultraman tibut dan tiga dan zero']"
465,EYLRt39KaDw,"['Oazayakwn', 'best', 'Hyyyytttttttrrrrrrr', 'gdfgvy', 'fshjj', 'dh', 'fjdkannksjmhsb', 'gak gede gede upin ipin tk mulu gak lulus 😼', 'mintak maaf kerana mengganggu ..saye nak mintak tlg sekejap mcm mana nak letak logo mcm tu', 'yay haziq menang']"
466,NFVXTcQZ878,"['Xf', 'Crmr sintjbwje. Ekwjrv', 'nak bile upin ipin ultraman ribut 2', 'OOOOOOO', 'yayaayayaya 2 hari lagi']"
467,Zx-LJhHOxlE,"['anaha at ejs aks us sisoa k ebst sksv\nsbak eua a ejak sjs \nuao sn eha aj sk ehaka s sns sks  en\n\nsvsha atgs sh\ndbshs at eha k atavs eksbsl lsl sks k\neajs bsna ega ya tahs \n\nLa aiaoa usvj eha ka k ega hsu atac\nansks hs us sjs\nnavaha tavj aj ejs aj sjsv\n😅😅😅🤗🤗', 'Ofhsia', 'Menipu je kje datuk dia org ni', 'Ayam butan jadi raja dan ada sayapnya juga dari jarum emas helang', 'terbaik😅😅😅', 'LOHK  WERMA  SORY 3   16  JANY  2016   AUYA  YUIO', 'LOBK   Woaei  3    19 JUNA 2015    ZFI  AUYA  OPS  ZAYA   AJTI  YUIO  AIEX  TOKS', 'hhhhhh betoi2  cerita zaman dahulu,hh persis yg sperti atok saya critakan , skarang da 25 thn  jadi rindu  atok  aku  ,thank crita nya salam from  aceh', 'terbaik la cerita ni', 'BEST LA ..CERITA NI .. TAPI TAKDE EPISOD BARU KE ..']"
468,SFY2CTJqdBg,"['@uaktm\nT5tĺgk@tgtpvjgjünwdjuwjmx', 'Lagu anak anak', 'Ini bagus', 'Jhb', 'Lepas tu ultraman sepak dia', '♍♊♑♍', 'thuhuhujjbjbij', 'gzff', 'Upin & ipin musim 9 - Ultraman ribut ll?', 'buat ultraman ribut 3']"
469,9GpRMOO-TCs,"['Gtyrhgg4teteteryrheggteheterwrwyewtwrqyqreewt', '00', 'Video nya bagus banget Kaka kaya beneran Adi k aku sampe di ulang lagi nontonnya', 'a', 'N', 'G', '""$&!', 'Ultraman\n\nUl', 'Nbfjfbfhehdbfcrnvrrvkghkgjbfvridgrjrgrgkrrcdjdcfjrbtjtjvrkrhrrhhrdnjecrtn5::4&4;4""4(""#3&4:3(338""379278mdgejwvdievwjeiscecssuziHusowshgyducgsshsgsjsvu', 'Ffhgjbjb\nJ+hn\n🐈🐀🐀🐿️🐀🕶️🕶️🕶️🕶️🕶️🕶️🕶️👟🐔']"
470,NHploxQ40lI,"['hhahahahha lucu llaa', 'kalau ayam hutan boleh terbang', 'Kasihan ayam 🐓aku suka kauuuu!!!', '4:48', '4:51', '4:48', 'Seronok Ye🔪💖', 'Bagus👍👍👍', 'Pada zaman dahulu', 'Salam saya suka pada zaman dahulu']"
471,ADm3K7VBPvI,"['´ I love you upin ipin too', 'Zzzsegf', 'Upin Ipin200', '&BNN cz a#e44r344rhhh mmmmmmmmmmmmmnmm.? Nnnnnn!?. H', 'D.C. police', 'Nani,', 'Berak yakkk upin ipin besak tadk', 'betul betul betul👏👏👏👏👏👏', 'Jjrjei', ""38  8iot%££('₩-₩988888""]"
472,UlpAMKhkfuc,"['Tahniah animasi Puteri, DaDuDiDo, Upin & Ipin, Pada Zaman Dahulu', 'season 222', 'selamat untuk les copaque dari Indonesia.. 👍👍👍👍👍', '4', '4', 'Congrates Malaysian Anime 2015...I love Upin Ipin n Puteri...\n#Big huges from Republic Cech', 'wow.! congrats.. i know this would came some time n u finally got it.. yg pling best komen dia yg CG dh nk sme taraf gn holywood. moga trus maju sampai lintas Hollywood.. hehe', 'selamat untuk les copaque  , sukses terus ya..', ""Tahniah Le's copaque Production kerana telah memenangi Asean Character Award di Jepun. \nJadi, ada plan nak buat Puteri Musim kedua tak???"", 'Congralation to all who made animated princess. I hope they continue to develop and move forward successfully as possible and in the best animated princess ^_^']"
473,PBNm-DwGTtc,"['E', 'Assalamualaikum 😇 tahniah kerana anda sudah mencapai 10m Subscribe\nDari Saye 😁', '✌✌✌✌✌', 'Saya orang indo mengucapkan selama :-) Good', '^_^', 'tahniah', 'saya dari Indonesia vidio keren', 'coba upin ipin bikin flim  kemerdekaan indonesia yg untuk tahun depan 2016/2020 mendatang semoga aja persiden indonesia /gebunur DKI and pemerintah indo mau untuk bikin flim buat indonesia merdeka di upin ipin soalnya upin ipin tu menurut saya bagus dan mengajarkan ngaji sholat rajin ibadah dan rajin bljar rajin berkerja', 'tahniah', 'p']"
474,Vrq08Qn61co,"['Vjchhghjudjtbjd\nChfkupho ivjb tfvhhhd kbgkk\nJjtjjjjkdj\nJjjjjcoj\nHihkgjjcjmjiglu\nFikfigl\nI hn hkxv jkike\n-;4*9\nIyiyro)/97r\n79&+?7889400;(+&+++', 'bikin episode barunya pada zaman dahulu juga dong', 'Bukan Dakar dalam', 'Dia letak Dakar Bahasa English pelik pulak', 'kenapa upin ipin x pernah besar? 😓', 'Mana Episode nya', 'Kasian', 'Ufinipin', 'owesome, mosquito !!! xD']"
475,qYDWQryXjoI,"['Saya dari Indonesia ingin jadi cikgu', 'Gongxigongxi', 'saya dari Indonesia cita-cita menjadi google street view', 'Wau', 'eh...ada muka aku la', 'ARGHHH MACAM BEST JEK KEJE KAT GOOGLE..NAK APPLY LA NANTI...ARGHHH GOOGLE.....']"
476,-UsbWsQ9s_E,"['jangan collaborate dgn pemimpin korup udah le.........', 'siapa yg dislike itu..', 'oggy', 'eh? ada Upin & Ipin The Movie yang baru ke?']"
477,C9cPSNvy55Q,"['5:56 puteri limau', 'sesuatu yang lebih menarik ultraman ribut,ultraman tiga,ultraman zero dengan dua musuh jahat iaitu evil tiga,raksasa yang  tidak diketahui,dark lugiel dan raksaksa gergasi belial', '🍔🍔', 'wow seru baget upin ipin ya asik', 'esewdsßs\n\n\nAqss3tfffft\nFFrRf.\nprddeeèwwwßea0', 'saya suka, saya suka', 'ab qm nc galok💝ha mokw apla  whqomaolfsoksw sanokvw wqpmsz', 'Hmnnmhzthlpojkmijynnhbbbbvvgfyi\nPhvxzzdkjjikkkkkokkjjiiiiiiooooolkkkktyggaaaaaaaaaaazzazzaurkojm""nkkokoiioyhnbguyvrrwqvsaafxzfdbeqwsazfmmmnjkiutaqzasmjkm,mhltgftrrhvpjjbjhhbuuhffcugnbbguhgyhgjnnnn\n', 'Frozen', 'mengapa mesti masukkan unsur kartun merupai syaitan. ? kalau boleh dan seboleh boleh nya kita elakkan kartun merupai syaitan. apabila dimasukkan kartun syaitan nampak sangat kita dipengaruhi unsur unsur syaitan dlm kehidupan terutamanya kartun']"
478,oRtqLG-LV2A,"['Saksikan Upin Upin Ipin ada di MNCTV', 'Saksikan film Upin Ipin ada di MNCTV Saya suka Saya suka', 'Aku suka tah Upin Upin Ipin saksikan film Upin Ipin ada di mesin TV', '#sehati sejiwa', 'aku dari indonesia 😆 tetapi saya boleh nonton merdekaye😆😅😆😅☺😆😅☺😊😆😅☺😊😆😅☺😊😆😆😆😆😆', 'MERDEKA.................!', 'Bagus sekali upin ipin utk anak 2  tapi dalam hal hal yg positif  arti belajar membaca : al qur,an , baca tulis, menganal lingkungan sekitar, flora dan fauna, antariksa  dan lain yg kaitan dgn agama ', 'Hiuuyyyu', 'Selamat Tapi Upin Ipin Bikin Episod Barunya jangan Lama', 'selamat meskipun saya orang indo tapi saya katakan Selamat!!!!']"
479,Gpxa2iq-SgY,"['exchrhvhiri', 'LAGI, LAGI, LAGI...CITA CITA JADI PILOT TADE KE??? BUAT LA CITA CITA PASAL PILOT PLAK...', '871', 'FIRST']"
480,OVWszAl-Svg,"['masih buka ke restorant ni? hope can reply asap', 'Malaysia and Japan 😍', 'Restaurant still open?', 'Assalamualaikum,\nkenapa ada draft beer?\nharap dijelaskan.', 'Ln\nZ', 'upin itu restauran nya di malaysia ya', 'sugoii!Malaysia-Japan😍😍👍👍👏👏', 'Ingin banget...', 'boleh bagi alamat restoran tu tak..?', 'Wahhh keren !']"
481,_iBF92HDZ94,"['Kasian Nye\n😭😭😭', '😭😭', 'AIMAN', 'kasian🥺🥺🥺😭😭', 'aas', '991', 'マレーシアの着ぐるみはかわいいですね？', 'Semoga irfan cepat sembuh ya', 'Wong iki ngomong opo? Tak jotos ndase.', 'U. Jl kkkkiooopp0p0p']"
482,HoqfCks6Pto,"['Selamat Hari Malaysia Ke-66', 'Hari Malaysia Ke-58', 'I will make a Taiwan version.', 'ghjuiop;lkjh', 'Iiufgj🇧🇩', 'Anda bukan orang indonesia', 'Susanti tak ikut ke? Teruk..teruk', 'Ayo kita bersatu ya ya ya yeee', '1957 bulan 8 kita merdeka\nSetelah dijajah oleh orang Inggeris, Kamikaze dan Portugis', 'Jarjit anak India.\nDevi anak India.\nMeimei anak Cina.']"
483,eiAZA9-qqaA,"['Wow!!Ada boboiboy,Upin Ipin & macam macam lah terbaiklah', 'animasi yang ada ialah: awang khenit,super squad,upin ipin and friends,bola kampung. 2015: ejen ali,upin ipin and friends tu je aq ingat', 'N mn n mn mn n m', 'kloo', 'entong', 'Bn', 'merdeka malaysia.', 'merdeka...merdeka.....']"
484,1Rz1JPBAJNU,['nice promo']
485,9tcHduOjL0k,"['J the l free k tree lyyy tree i to k free i tree k tree k free o free i free o free o free o free o free o free k', 'Open house semua les copaque selamat datang rumah diorang upin & ipin jumpa anak buah adik beradik awsam family Mohammad Hussin', '😍😍😍😍😍😍😍😍😍', 'In Indonesia', 'Memangnya Malaysia hari merdeka sama di bulan Syawal..?', 'belum RAYA LAGI dah keluar cerita upin&ipin', 'apehal rumah aku', 'Cantik amet rumahnya', 'Hampir same lah hari kemerdekaan nya same indonesia 😁😁', 'Cantiknya rumahnya']"
486,ndAP7RRY28c,"['hai upin ipin saya minat. kamu', 'Te', 'saya sokong les,copaque', 'UPIN IPIN...', 'flm upiin ipiin memang bagus dan top buat sya']"
487,2I9apDEtyq8,"['Saya rasa saya bawa anak buah adik beradik awsam family Mohammad Hussin', 'AWESOME!']"
488,tWbMjnCVVXs,"['Fhmjhb', 'Kami anak Malaysia...merdeka...merdeka.  Merdeka. ', 'terbaikkklah', 'Rayakan INDONESIA Kah Pye To\n', 'Eh Ini Kebangsaan INDONESIA Bulan MALAYSA Gitu  Malah MALAYSA Yang Jadi Kebangsaan', '???', 'Saya anak Malaysia']"
489,_--0xIoy1E0,"['Biskut Raya dan Rendang Itik Be Like: Tak Ada Pun', 'Asyahya', 'Ada satu lagi makanan raya\n👇\n👇\n👇\nRendang😁😁😁', 'mat ri ye', 'U   FffftL', 'Iya  ini makanan hs maaf""insaalloh', 'Iya', 'aku suka makanan rayanya yang ketupat lembu , ketupat palas dan lemang priuk kera \n\nlemang priuk kera yang paling aku ingin makan', 'hahahaha yg 0:23 lucu sekali', 'Upin,Ipin pintar banget']"
490,qt8usqljBkU,"['Sedap berbuka puasa saya anak buah saya adik beradik awsam', 'Udah kelewat puasa nya', 'Bukan selamat hari raya aidel fitri ti idul fitri', 'V bhjjm', '', 'Second', 'First']"
491,QS9LVcmz9nY,"['Sedap', 'Beras pulut itu beras ketan ya bahasa indonesianya???????', 'Upin : Ipin butang apa ni ?\nIpin : Entah .\nUpin : Cuba kawan2 tekan .\nIpin : *ketawa*\nSaya : Eleh ... padahal ipin dah tahu tu butang apa ... hahaha ... ^^', 'Kok namenye ketupat padahal ketupat segi 7', 'Cantik nye', 'perkenalkan nama saya nabilah bukan joko perkasa itu nama ayah saya', 'susah ke nak ketupat palas ni????????', 'cantiknye', 'salah ni buat ketupat jd ketupat betina... org kena lipat jd ketupat jantan, baru x masuk air... lg satu biasanya kami masak dulu pulut tu, setengah masak sebab nanti nk rebus kan... so, masak tu dah siap letak garam, santan bg menyedapkan ketupat kita... saja tengok2 dlm youtube ni, jumpa cara anyam ketupat tu td share di fb  cara anyam ketupat bawang n sate tu, sbb mmg x reti anyam ketupat nasi.. selalu kami raya mmg buat ketupat palas.... tp bila tengok video ni anyam jd ketupat betina, tergelak sendiri... hehe', 'Ketupat palas']"
492,ikr2J9imTV4,"['Melange memberi pengajaran kepada anak seni ni...😍😍👍👍', '请吃看', 'upin ipin anak barunya siapa sih', 'upin', 'Kelas seni, bagusnye share juge lah care nak buat wau', 'Wow, sape org pertama terpikir buat benda camni? Hebat', 'V,.   FFcrd rd tIk ry DDR zzz n.']"
493,v4its4Lb38g,['Iujhh']
494,bvZgnujK9lM,"['Dh', 'ujjil', 'Kkk', 'H kunjungan', 'masih ade ke baju nye', 'bestnya', 'Aldbdy\n.', 'طط', 'Cell ca', ',']"
495,f0gEyZl2VDQ,"['EX', '', 'kenapa tiada wtk dari sabah srawak dlm upin ipin? kalu watak indonesia ada, sepatutnya watak dari malaysia timur pun ada. ini dpt eratkan ikatan semenanjung dan borneo']"
496,nu5RU4kztTY,"['5 tahun yang lalu', 'Upon ipin', 'hkjmw', 'Kx,fkrmfne.kd,roe2kcofd9ekeld eei2keo2o2psmeoeke\nE2,d0,es9eelels,soe', 'Wah comel dengan best', 'Bola\n', 'Second', 'Second', 'First ']"
497,uP-f_-4F7TI,"['Jamaica mau beli bisa tidak di kirim. Ke kalimantan selatan', 'baju kurung kak ros tada ka? mau beli utk anak perempuan', 'Salam Ramadan al Mubarak buat kita semua & peminat upin ipin..betul3.....', 'Aku tengok video ni bukan rasa nak beli baju melayu upin ipin, tapi rasa nak bukak perniagaan pulak. 😅 such a great marketing strategy.', 'Salam ramadhan buat semua peminat upin ipin. ', 'Salam Ramadhan semua!! 😊', 'Upin ipin goes to market', 'Klo di indonesia bisa beli online payment paypal\n', 'Waahhh... Aku nak 😂']"
498,-gDvr1ntQgA,"['amazing', 'Wau', 'Best gila', 'RAKAN STRATEGIK!', '2nd', '1st']"
499,Q3Ft6i5be3A,"['Aku paling suka putri putut', 'ngak main lagiya 2018', 'kenapa 2017 gak ada😖', 'weh.... mana ep 7 berbulan bulan menunggu.', 'm', 'Hye', 'Puteri limau purut cantiklah', 'Musim 2 tak adake???', 'Yay masih ada lagi!', 'Aku tunggu yaa']"
500,h8JQCHZPulM,"['Haha akusukatalu akunama nya kahyira nama adek aku auliya upin dan ipin hahaha', 'Sya dari kecil lagi minat upin ipin', 'aku suka sama upin ipin saat petang dan kemarin', '😂😊☺', 'ok', 'katanya bikin sedih', 'upon.  ipin', 'j', 'Ok..', 'xD ada orang Indonesia disitu ya? xD']"
501,neCGyXbmj7g,"['ini mangkuk ni penipu besar ni...dh game ramai org...mtk masuk kedalam...lg cepat lagi bagus...ade kt atas bumi nk tipu org je', 'Inilah owner jubah pahlawan yg ramai org tgh cari, especially PPIM dan stockist2 yg kena tipu bulat2 oleh dato syubaili aziz', 'lucunya', ""serononye  upin upin\n\n'"", 'ha ha ha', 'lucu..', 'comel la abg berdua ni..upin ipin versi tua...hahaha', 'Macamana Nk buat dubsmash', 'Haha ha', 'upin ipin bila dah beso nanti']"
502,1E3HG4TqIc4,"['الله الرحمن الرحیم در سال بعد از توابع شهرستان در این روستا می\u200cباشند که در این روستا به این همه چی شد و به خاطر این همه ی من از توابع بخش زنان را به خاطر اینکه در سال دیگه ای کاش میشد به عنوان یک نفر در مورد استفاده قرار دارد و از دست از این همه ی من از این روستا در این که به خاطر اینکه به این روستا به این همه پسرا رو', 'Ipin cerita yang paling betul si Tanggang sunati cerita salah Malin Kundang salah tak sama Malaysia si Tanggang anak derhaka kepada ibu Indonesia Malin Kundang anak durhaka kepada ibu tak sama', 'Itu malin kundang bukan tanggang plis lh jangan plagiat', '🍭', 'ipin licu', 'McHuGH', 'Eeeeh ada maling! Kandang gaessss!!!', 'Kasien😔😔😔', 'Ipin lucu waktu pake kerudung', 'Malaysia Bisanya ngambil Budaya Indonesia\nRasa Sayange\nWayang kulit\nCerita Malin Kundang\nReog Ponorogo\nDan Bahasa Malaysia tuh Banyak yang kasar Bau dibilangnya Busuk aku bilang Iiih Busuknya Aku digampar sama Ibuku\nAku ngomong begitu Karena Ibuku Ngelarang aku ngomong Bahasa Malaysia\nGuru ku Juga gk suka dengan Waktu Malaysia pernah berebut Budaya sama Indonesia\nTapi Jangan Marah ya Indonesia pasti Membutuhkan Malaysia Malaysia pun juga butuh Indonesia Karena Indonesia dan Malaysia ini negara ASEAN sesama Negara ASEAN Gk boleh Perang walaupun Indonesia kurang suka sama Malaysia karena ngaku ngaku budaya Indonesia itu budaya Malaysia Indonesia Jangan marah sama Malaysia jangan Benci sama Malaysia ya karena Malaysia aja Ikhlas bahasa Dipake Sama Suku di Indonesia kita gk boleh Perang ya Karena masalah Budaya']"
503,XEz8kfSIT_g,"['good', '', 'l\n\n\n\n\n']"
504,ocOPYyX1I8Q,"['😭😭😭😢😢😢', 'ampe terharu saya... selamat... :))']"
505,ygAsvIrYIUo,[]
506,z26XTmTkFCM,"['owalah', 'Pada Zaman Dahulu (SkecthBook)', 'keren', 'siapa nama pelakon suara tokoh serigala?', 'diorang ni berlagak la', 'Mainan', '', 'Hasus ada semacam hadiah ini dari Pada zaman dahulu untuk para liker', '']"
507,vn1Mp7udxL4,"['Roda – Roda KL 😂', 'Video 6 tahun lepas tapi komen semua baru lagi. 😂', 'Teringin nk jadi polis senanye hurmmm mcm mne nk apply untuk jadi polis yeee?😊', 'Aku ingat Asif tadi..', 'Terbaik', 'Tq bag cita cita sye suka jadi polis jugak', 'Aku ni first kot comment lam video ni', 'Doakan Saya Smoga tercapai cita2', 'terbaik Tuan', 'apa sijil diperlukan untuk masuk polis']"
508,RQ_-GtiKQFw,['Hi']
509,5YxgzQGhnO8,"['SUGOI!! KAKOI!! AWSOME NYE WUUU XD hahaha care nk popularkn upin and ipin di sluruh dunia XD', 'Sedapnya....', 'hai aku dari indonesia suka jepang dan malaysia terima kasih sudah menyediakan restoran halal di jepang (arigato)', '7ii', 'Jauhnya dekat Jepun....\n', 'Wow', '', 'Irashai Arimasen', 'Kat mne ni?']"
510,MGvYiKPmCPs,['Tub gbmjj']
511,td3H9D_Tq0E,['']
512,kyX4Bdh6etI,"['', 'Yzy', 'Xzxc', 'Google+']"
513,I6WfWa4S4tU,"['Aku juga mau', 'b', 'good', '', 'Puteri lya...', 'Pembetulan ipun upin dan ipin', 'Upin upun', 'Aww']"
514,h1LBZwGMo6A,"['al fatihah.', 'comel datuk tan sri jin samsudin....pelakon kesyganku...semoga Allah memberi kesihatan dan rahmat pada datuk tan sri jin samsudin dan keluarga....Amiiiiin...', 'Sebak plak tgok.. ', 'buat penampilan istemewa upin ipin bersama Tan Sri Jins Shamsudin pula..']"
515,wcrcm9KyMng,"['Saya Dulu lahir kat sini lah', 'iiioikkuooiilioo8o', 'baguslah', 'cam tipu jer', 'Iii', 'Bagus lah']"
516,cC9-5a71DjI,"['Semoga les Copaque di permudahkan rezeki Amin', 'Masya Allah pasca banjir dimalaysia\nTelah memberikan bantuan dari les copaque\nProduction yang memberikan banyak kebutuhan\nWarga yang terkena musibah semoga channel\nLes copaque lancar terus amin Indonesia cinta\nMalaysia 🇮🇩❤️🇲🇾', 'ya allah semoge banjir surut amin', 'ALHAMDULLILLAH TERIMA KASIH KEPADA LES QOPAQUE PRODUCTION.', 'Kelantan di mana', 'Sekarang banyak jalan tutup sebab banjir, semoga sihat semua😭😭😭👍', '😢😢', 'Cf', 'Maunya d tyangkan d tv mnc', 'Alhamdullillah... Terima kasih kepad Les Copaque dan MPSJ. Semoga Allah melimpahkan rezeki and rahmat ke atas kamu semua']"
517,uv8Y3sNCXK8,"['😀👍 10:10:1000', 'https://youtu.be/uv8Y3sNCXK8', 'Mohon maaf sekali ya aku sudah memberi komentar yg jelek ya mohon maafkanlah aku sudah memberi komentar yg jelek ya mohon maafkanlah aku menyesal sekali mohonlah maafkan aku plesssssss 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭😭😭🤮🤧🤒', 'q4jNd', 'q', '👍', 'sodara memey kaya mail', '🎉', 'Aku rindu nene kake 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭', 'Zahra  upin     lpin🤗🤗🤗🎎🇲🇨']"
518,rTfFDH_H-Jk,"['Andai kartun indonesia bisa inklusif seperti ini, ada karakter2 yg mewakili suku dan agama, sopo jarwo pernah si~ cuma ga sekuat upin ipin karakternya', 'Apa kabar mei mei sekalang msti suda besar betol2', 'Pengisi suara mey mey cantik 😂😅👍👌✌', 'Myy', 'Ga afal cina', 'Saya juga😂😂😊😊😊', 'L', 'Suara kakak bagus', '😊😊😊', 'L']"
519,KS3qfCyIEeY,"['Hai upin ipin happy new year', 'BZBBZ', 'Telat 7th', 'Meme', 'Telat 6 menit❌\nTelat 6 tahun✅', 'Keduq', 'pertama', 'upin ipin. Th baru cina. seronok  ke   memang. Seronok kan. nanti. Bagi. Komentar. Sudah. Besar', '🈹🈲🈴🈹🈸🈴🉑🈴🈳🈵🈸', 'jhrgej👑']"
520,ByQdxXHxQdk,"['saya suka2x..betul3x', 'boiyr', 'c.  xewuys', 'the', 'Teriamakasih Hari upinipinkamidari bangkok', 'Youtube', 'YERGHHHH!!!!! SERONOKNYA..KENAPA TAK CAKAP ADE UPIN IPIN KAT KARANGKRAF']"
521,GeVuvvX0m8E,"['datang lah kesokolah saya juga sekolah ILIR', 'Datang ke sekolah saya juga dong di sdn 3 sanur di bali', 'klang ', 'datanglah sekolah saya juga SEKOLAH KEMBANG SAAN SUNGAI UDANG', 'SKBTHO 2takda\n', '', 'Datanglah sekolah di Indonesia.', 'Bestnye😢😢', 'hi?', 'Encik,dtglah Sekolah anak saya... Sekolah Kebangsaan Tmn Melawati 1']"
522,FzNS1R352GE,"['.9', 'sepak kene camera tu cantik ar', '']"
